品类,日期,销量
205,2023/4/9,68
205,2023/4/10,54
205,2023/4/11,38
205,2023/4/12,46
205,2023/4/13,42
205,2023/4/14,66
205,2023/4/15,64
205,2023/4/16,42
205,2023/4/17,34
205,2023/4/18,42
205,2023/4/19,30
205,2023/4/20,42
205,2023/4/21,78
205,2023/4/22,64
205,2023/4/23,66
205,2023/4/24,68
205,2023/4/25,48
205,2023/4/26,40
205,2023/4/27,44
205,2023/4/28,44
205,2023/4/29,34
205,2023/4/30,32
205,2023/5/1,32
205,2023/5/2,24
205,2023/5/3,70
205,2023/5/4,48
205,2023/5/5,50
205,2023/5/6,48
205,2023/5/7,48
205,2023/5/8,50
205,2023/5/9,52
205,2023/5/10,46
205,2023/5/11,50
205,2023/5/12,50
205,2023/5/13,58
205,2023/5/14,36
205,2023/5/15,40
205,2023/5/16,38
205,2023/5/17,44
205,2023/5/18,48
205,2023/5/19,44
205,2023/5/20,46
205,2023/5/21,36
205,2023/5/22,154
205,2023/5/23,68
205,2023/5/24,84
205,2023/5/25,36
205,2023/5/26,46
205,2023/5/27,38
205,2023/5/28,50
205,2023/5/29,50
205,2023/5/30,60
205,2023/5/31,46
205,2023/6/1,62
205,2023/6/2,38
205,2023/6/3,94
205,2023/6/4,44
205,2023/6/5,72
205,2023/6/6,48
205,2023/6/7,42
205,2023/6/8,54
205,2023/6/9,40
205,2023/6/10,52
205,2023/6/11,42
205,2023/6/12,48
205,2023/6/13,40
205,2023/6/14,34
205,2023/6/15,32
205,2023/6/16,98
205,2023/6/17,428
205,2023/6/18,180
205,2023/6/19,48
205,2023/6/20,36
205,2023/6/21,66
205,2023/6/22,36
205,2023/6/23,228
205,2023/6/24,76
205,2023/6/25,40
205,2023/6/26,66
205,2023/6/27,42
205,2023/6/28,48
205,2023/6/29,62
205,2023/6/30,54
206,2022/7/1,4
206,2022/7/2,4
206,2022/7/3,4
206,2022/7/4,6
206,2022/7/5,4
206,2022/7/6,4
206,2022/7/7,6
206,2022/7/8,4
206,2022/7/9,4
206,2022/7/10,4
206,2022/7/11,4
206,2022/7/12,4
206,2022/7/13,6
206,2022/7/14,8
206,2022/7/15,8
206,2022/7/16,8
206,2022/7/17,8
206,2022/7/18,8
206,2022/7/19,10
206,2022/7/20,8
206,2022/7/21,8
206,2022/7/22,6
206,2022/7/23,8
206,2022/7/24,10
206,2022/7/25,6
206,2022/7/26,18
206,2022/7/27,16
206,2022/7/28,22
206,2022/7/29,16
206,2022/7/30,22
206,2022/7/31,24
206,2022/8/1,38
206,2022/8/2,44
206,2022/8/3,48
206,2022/8/4,32
206,2022/8/5,12
206,2022/8/6,6
206,2022/8/7,10
206,2022/8/8,4
206,2022/8/9,8
206,2022/8/10,4
206,2022/8/11,6
206,2022/8/12,6
206,2022/8/13,4
206,2022/8/14,6
206,2022/8/15,6
206,2022/8/16,6
206,2022/8/17,8
206,2022/8/18,8
206,2022/8/19,4
206,2022/8/20,6
206,2022/8/21,4
206,2022/8/22,4
206,2022/8/23,6
206,2022/8/24,6
206,2022/8/25,6
206,2022/8/26,4
206,2022/8/27,4
206,2022/8/28,4
206,2022/8/29,6
206,2022/8/30,6
206,2022/8/31,6
206,2022/9/1,4
206,2022/9/2,4
206,2022/9/3,6
206,2022/9/4,8
206,2022/9/5,4
206,2022/9/6,8
206,2022/9/7,8
206,2022/9/8,10
206,2022/9/9,8
206,2022/9/10,6
206,2022/9/11,4
206,2022/9/12,6
206,2022/9/13,4
206,2022/9/14,4
206,2022/9/15,6
206,2022/9/16,6
206,2022/9/17,6
206,2022/9/18,6
206,2022/9/19,6
206,2022/9/20,4
206,2022/9/21,4
206,2022/9/22,4
206,2022/9/23,4
206,2022/9/24,4
206,2022/9/25,6
206,2022/9/26,8
206,2022/9/27,8
206,2022/9/28,8
206,2022/9/29,8
206,2022/9/30,6
206,2023/4/1,2
206,2023/4/2,4
206,2023/4/3,4
206,2023/4/4,4
206,2023/4/5,4
206,2023/4/6,4
206,2023/4/7,2
206,2023/4/8,2
206,2023/4/9,4
206,2023/4/10,4
206,2023/4/11,4
206,2023/4/12,4
206,2023/4/13,6
206,2023/4/14,4
206,2023/4/15,4
206,2023/4/16,4
206,2023/4/17,6
206,2023/4/18,6
206,2023/4/19,4
206,2023/4/20,6
206,2023/4/21,6
206,2023/4/22,4
206,2023/4/23,4
206,2023/4/24,6
206,2023/4/25,4
206,2023/4/26,4
206,2023/4/27,6
206,2023/4/28,4
206,2023/4/29,2
206,2023/4/30,4
206,2023/5/1,6
206,2023/5/2,6
206,2023/5/3,4
206,2023/5/4,4
206,2023/5/5,4
206,2023/5/6,6
206,2023/5/7,6
206,2023/5/8,8
206,2023/5/9,8
206,2023/5/10,10
206,2023/5/11,8
206,2023/5/12,10
206,2023/5/13,10
206,2023/5/14,12
206,2023/5/15,12
206,2023/5/16,14
206,2023/5/17,16
206,2023/5/18,24
206,2023/5/19,18
206,2023/5/20,8
206,2023/5/21,6
206,2023/5/22,2
206,2023/5/23,6
206,2023/5/24,6
206,2023/5/25,4
206,2023/5/26,4
206,2023/5/27,4
206,2023/5/28,4
206,2023/5/29,4
206,2023/5/30,2
206,2023/5/31,8
206,2023/6/1,14
206,2023/6/2,10
206,2023/6/3,10
206,2023/6/4,6
206,2023/6/5,6
206,2023/6/6,4
206,2023/6/7,6
206,2023/6/8,8
206,2023/6/9,6
206,2023/6/10,4
206,2023/6/11,6
206,2023/6/12,4
206,2023/6/13,4
206,2023/6/14,4
206,2023/6/15,6
206,2023/6/16,16
206,2023/6/17,10
206,2023/6/18,16
206,2023/6/19,12
206,2023/6/20,6
206,2023/6/21,6
206,2023/6/22,4
206,2023/6/23,4
206,2023/6/24,4
206,2023/6/25,4
206,2023/6/26,4
206,2023/6/27,4
206,2023/6/28,4
206,2023/6/29,4
206,2023/6/30,2
207,2022/7/1,6
207,2022/7/2,2
207,2022/7/3,2
207,2022/7/4,2
207,2022/7/5,0
207,2022/7/6,2
207,2022/7/7,2
207,2022/7/8,2
207,2022/7/9,0
207,2022/7/10,0
207,2022/7/11,0
207,2022/7/12,2
207,2022/7/13,0
207,2022/7/14,0
207,2022/7/15,2
207,2022/7/16,0
207,2022/7/17,2
207,2022/7/18,2
207,2022/7/20,2
207,2022/7/21,0
207,2022/7/22,2
207,2022/7/25,0
207,2022/7/26,2
207,2022/7/28,0
207,2022/7/29,0
207,2022/7/30,0
207,2022/7/31,0
207,2022/8/1,0
207,2022/8/2,0
207,2022/8/3,0
207,2022/8/21,0
207,2022/8/26,0
207,2022/8/29,0
207,2022/9/1,0
207,2022/9/2,0
207,2022/9/3,0
207,2022/9/4,0
207,2022/9/7,0
207,2022/9/8,2
207,2022/9/10,0
207,2022/9/16,0
207,2022/9/17,0
207,2022/9/18,0
207,2022/9/20,0
207,2022/9/21,0
207,2022/9/22,0
207,2022/9/23,0
207,2022/9/24,0
207,2022/9/25,0
207,2022/9/26,0
207,2022/9/28,0
207,2022/9/30,2
207,2023/4/1,18
207,2023/4/2,20
207,2023/4/3,22
207,2023/4/4,28
207,2023/4/5,12
207,2023/4/6,18
207,2023/4/7,18
207,2023/4/8,12
207,2023/4/9,10
207,2023/4/10,14
207,2023/4/11,12
207,2023/4/12,20
207,2023/4/13,14
207,2023/4/14,12
207,2023/4/15,10
207,2023/4/16,12
207,2023/4/17,20
207,2023/4/18,14
207,2023/4/19,10
207,2023/4/20,14
207,2023/4/21,22
207,2023/4/22,16
207,2023/4/23,18
207,2023/4/24,6
207,2023/4/25,12
207,2023/4/26,10
207,2023/4/27,8
207,2023/4/28,8
207,2023/4/29,6
207,2023/4/30,6
207,2023/5/1,6
207,2023/5/2,6
207,2023/5/3,6
207,2023/5/4,8
207,2023/5/5,10
207,2023/5/6,10
207,2023/5/7,8
207,2023/5/8,8
207,2023/5/9,6
207,2023/5/10,6
207,2023/5/11,4
207,2023/5/12,8
207,2023/5/13,14
207,2023/5/14,24
207,2023/5/15,20
207,2023/5/16,26
207,2023/5/17,20
207,2023/5/18,26
207,2023/5/19,26
207,2023/5/20,24
207,2023/5/21,22
207,2023/5/22,18
207,2023/5/23,26
207,2023/5/24,24
207,2023/5/25,16
207,2023/5/26,10
207,2023/5/27,10
207,2023/5/28,40
207,2023/5/29,10
207,2023/5/30,8
207,2023/5/31,36
207,2023/6/1,52
207,2023/6/2,28
207,2023/6/3,38
207,2023/6/4,36
207,2023/6/5,24
207,2023/6/6,18
207,2023/6/7,42
207,2023/6/8,32
207,2023/6/9,34
207,2023/6/10,18
207,2023/6/11,26
207,2023/6/12,20
207,2023/6/13,30
207,2023/6/14,26
207,2023/6/15,30
207,2023/6/16,30
207,2023/6/17,52
207,2023/6/18,104
207,2023/6/19,62
207,2023/6/20,44
207,2023/6/21,36
207,2023/6/22,24
207,2023/6/23,22
207,2023/6/24,14
207,2023/6/25,22
207,2023/6/26,28
207,2023/6/27,26
207,2023/6/28,26
207,2023/6/29,26
207,2023/6/30,18
208,2022/7/1,740
208,2022/7/2,616
208,2022/7/3,704
208,2022/7/4,724
208,2022/7/5,1050
208,2022/7/6,750
208,2022/7/7,780
208,2022/7/8,828
208,2022/7/9,718
208,2022/7/10,712
208,2022/7/11,850
208,2022/7/12,954
208,2022/7/13,928
208,2022/7/14,910
208,2022/7/15,1068
208,2022/7/16,744
208,2022/7/17,728
208,2022/7/18,1054
208,2022/7/19,1034
208,2022/7/20,896
208,2022/7/21,1000
208,2022/7/22,818
208,2022/7/23,794
208,2022/7/24,728
208,2022/7/25,664
208,2022/7/26,1194
208,2022/7/27,908
208,2022/7/28,732
208,2022/7/29,688
208,2022/7/30,628
208,2022/7/31,650
208,2022/8/1,950
208,2022/8/2,786
208,2022/8/3,838
208,2022/8/4,846
208,2022/8/5,960
208,2022/8/6,660
208,2022/8/7,642
208,2022/8/8,640
208,2022/8/9,666
208,2022/8/10,1172
208,2022/8/11,806
208,2022/8/12,730
208,2022/8/13,600
208,2022/8/14,654
208,2022/8/15,816
208,2022/8/16,914
208,2022/8/17,780
208,2022/8/18,642
208,2022/8/19,686
208,2022/8/20,568
208,2022/8/21,664
208,2022/8/22,810
208,2022/8/23,1890
208,2022/8/24,692
208,2022/8/25,660
208,2022/8/26,884
208,2022/8/27,796
208,2022/8/28,698
208,2022/8/29,720
208,2022/8/30,842
208,2022/8/31,792
208,2022/9/1,962
208,2022/9/2,742
208,2022/9/3,608
208,2022/9/4,640
208,2022/9/5,666
208,2022/9/6,670
208,2022/9/7,720
208,2022/9/8,736
208,2022/9/9,972
208,2022/9/10,698
208,2022/9/11,672
208,2022/9/12,694
208,2022/9/13,968
208,2022/9/14,1154
208,2022/9/15,1016
208,2022/9/16,1068
208,2022/9/17,866
208,2022/9/18,754
208,2022/9/19,776
208,2022/9/20,384
208,2022/9/21,1262
208,2022/9/22,1034
208,2022/9/23,960
208,2022/9/24,792
208,2022/9/25,666
208,2022/9/26,822
208,2022/9/27,1166
208,2022/9/28,1134
208,2022/9/29,968
208,2022/9/30,934
208,2023/4/1,390
208,2023/4/2,386
208,2023/4/3,428
208,2023/4/4,470
208,2023/4/5,444
208,2023/4/6,556
208,2023/4/7,612
208,2023/4/8,498
208,2023/4/9,540
208,2023/4/10,760
208,2023/4/11,790
208,2023/4/12,834
208,2023/4/13,910
208,2023/4/14,854
208,2023/4/15,852
208,2023/4/16,796
208,2023/4/17,1046
208,2023/4/18,918
208,2023/4/19,1066
208,2023/4/20,968
208,2023/4/21,988
208,2023/4/22,1018
208,2023/4/23,1264
208,2023/4/24,1190
208,2023/4/25,1088
208,2023/4/26,1204
208,2023/4/27,1154
208,2023/4/28,1060
208,2023/4/29,960
208,2023/4/30,872
208,2023/5/1,698
208,2023/5/2,774
208,2023/5/3,894
208,2023/5/4,932
208,2023/5/5,1000
208,2023/5/6,934
208,2023/5/7,892
208,2023/5/8,920
208,2023/5/9,908
208,2023/5/10,998
208,2023/5/11,856
208,2023/5/12,856
208,2023/5/13,824
208,2023/5/14,732
208,2023/5/15,1014
208,2023/5/16,1058
208,2023/5/17,1138
208,2023/5/18,992
208,2023/5/19,828
208,2023/5/20,714
208,2023/5/21,730
208,2023/5/22,906
208,2023/5/23,648
208,2023/5/24,758
208,2023/5/25,910
208,2023/5/26,776
208,2023/5/27,792
208,2023/5/28,758
208,2023/5/29,752
208,2023/5/30,760
208,2023/5/31,1066
208,2023/6/1,1140
208,2023/6/2,1006
208,2023/6/3,1020
208,2023/6/4,886
208,2023/6/5,1234
208,2023/6/6,1136
208,2023/6/7,1096
208,2023/6/8,938
208,2023/6/9,944
208,2023/6/10,916
208,2023/6/11,864
208,2023/6/12,974
208,2023/6/13,910
208,2023/6/14,932
208,2023/6/15,1118
208,2023/6/16,1346
208,2023/6/17,1498
208,2023/6/18,2048
208,2023/6/19,1360
208,2023/6/20,964
208,2023/6/21,848
208,2023/6/22,772
208,2023/6/23,864
208,2023/6/24,902
208,2023/6/25,1084
208,2023/6/26,1016
208,2023/6/27,2
208,2023/6/28,2
208,2023/6/29,4
208,2023/6/30,2
209,2022/7/1,6440
209,2022/7/2,6112
209,2022/7/3,6658
209,2022/7/4,6112
209,2022/7/5,6192
209,2022/7/6,7864
209,2022/7/7,7340
209,2022/7/8,6908
209,2022/7/9,5750
209,2022/7/10,5438
209,2022/7/11,7724
209,2022/7/12,5468
209,2022/7/13,5352
209,2022/7/14,6630
209,2022/7/15,8502
209,2022/7/16,6526
209,2022/7/17,5364
209,2022/7/18,6250
209,2022/7/19,5554
209,2022/7/20,5108
209,2022/7/21,5024
209,2022/7/22,7138
209,2022/7/23,4742
209,2022/7/24,3902
209,2022/7/25,4520
209,2022/7/26,4972
209,2022/7/27,5264
209,2022/7/28,5086
209,2022/7/29,3986
209,2022/7/30,4204
209,2022/7/31,3296
209,2022/8/1,5804
209,2022/8/2,3908
209,2022/8/3,4222
209,2022/8/4,4706
209,2022/8/5,4774
209,2022/8/6,4106
209,2022/8/7,4112
209,2022/8/8,4918
209,2022/8/9,6162
209,2022/8/10,5314
209,2022/8/11,5214
209,2022/8/12,4206
209,2022/8/13,3740
209,2022/8/14,4252
209,2022/8/15,6452
209,2022/8/16,5022
209,2022/8/17,4162
209,2022/8/18,4392
209,2022/8/19,5530
209,2022/8/20,4326
209,2022/8/21,4562
209,2022/8/22,5342
209,2022/8/23,4684
209,2022/8/24,5568
209,2022/8/25,5648
209,2022/8/26,4798
209,2022/8/27,4440
209,2022/8/28,3902
209,2022/8/29,4436
209,2022/8/30,4658
209,2022/8/31,14150
209,2022/9/1,13830
209,2022/9/2,7958
209,2022/9/3,7734
209,2022/9/4,5410
209,2022/9/5,6088
209,2022/9/6,6922
209,2022/9/7,6148
209,2022/9/8,6014
209,2022/9/9,5294
209,2022/9/10,5302
209,2022/9/11,4706
209,2022/9/12,4462
209,2022/9/13,5628
209,2022/9/14,6348
209,2022/9/15,6298
209,2022/9/16,6752
209,2022/9/17,6176
209,2022/9/18,5830
209,2022/9/19,5568
209,2022/9/20,172
209,2022/9/21,186
209,2022/9/22,2332
209,2022/9/23,18228
209,2022/9/24,4958
209,2022/9/25,5076
209,2022/9/26,5492
209,2022/9/27,4534
209,2022/9/28,4910
209,2022/9/29,5424
209,2022/9/30,4608
209,2023/4/1,3808
209,2023/4/2,3102
209,2023/4/3,3972
209,2023/4/4,4350
209,2023/4/5,3582
209,2023/4/6,12866
209,2023/4/7,14790
209,2023/4/8,6008
209,2023/4/9,3766
209,2023/4/10,4042
209,2023/4/11,5734
209,2023/4/12,5368
209,2023/4/13,4926
209,2023/4/14,4844
209,2023/4/15,6688
209,2023/4/16,3736
209,2023/4/17,3990
209,2023/4/18,3962
209,2023/4/19,4020
209,2023/4/20,7368
209,2023/4/21,24252
209,2023/4/22,16196
209,2023/4/23,19544
209,2023/4/24,11254
209,2023/4/25,5344
209,2023/4/26,6370
209,2023/4/27,5568
209,2023/4/28,4746
209,2023/4/29,4620
209,2023/4/30,2482
209,2023/5/1,2398
209,2023/5/2,2428
209,2023/5/3,2944
209,2023/5/4,3362
209,2023/5/5,3644
209,2023/5/6,3328
209,2023/5/7,2898
209,2023/5/8,3854
209,2023/5/9,3420
209,2023/5/10,3362
209,2023/5/11,3432
209,2023/5/12,3624
209,2023/5/13,3284
209,2023/5/14,2422
209,2023/5/15,2626
209,2023/5/16,3238
209,2023/5/17,3850
209,2023/5/18,6348
209,2023/5/19,4138
209,2023/5/20,2732
209,2023/5/21,2280
209,2023/5/22,2426
209,2023/5/23,3170
209,2023/5/24,5392
209,2023/5/25,3520
209,2023/5/26,3134
209,2023/5/27,2952
209,2023/5/28,2426
209,2023/5/29,3950
209,2023/5/30,5854
209,2023/5/31,5020
209,2023/6/1,7928
209,2023/6/2,5600
209,2023/6/3,4552
209,2023/6/4,2590
209,2023/6/5,1814
209,2023/6/6,1884
209,2023/6/7,1910
209,2023/6/8,3346
209,2023/6/9,2478
209,2023/6/10,1652
209,2023/6/11,1764
209,2023/6/12,1804
209,2023/6/13,1980
209,2023/6/14,1866
209,2023/6/15,3134
209,2023/6/16,5568
209,2023/6/17,4356
209,2023/6/18,6516
209,2023/6/19,4178
209,2023/6/20,2586
209,2023/6/21,2044
209,2023/6/22,1194
209,2023/6/23,1162
209,2023/6/24,1316
209,2023/6/25,1538
209,2023/6/26,1718
209,2023/6/27,1970
209,2023/6/28,2088
209,2023/6/29,1994
209,2023/6/30,2046
210,2022/7/1,0
210,2022/7/2,0
210,2022/7/3,0
210,2022/7/4,0
210,2022/7/5,0
210,2022/7/6,0
210,2022/7/7,0
210,2022/7/8,0
210,2022/7/9,0
210,2022/7/10,0
210,2022/7/11,0
210,2022/7/12,0
210,2022/7/13,4
210,2022/7/14,2
210,2022/7/15,0
210,2022/7/16,0
210,2022/7/17,0
210,2022/7/18,0
210,2022/7/19,0
210,2022/7/20,0
210,2022/7/21,0
210,2022/7/22,0
210,2022/7/23,0
210,2022/7/24,0
210,2022/7/25,0
210,2022/7/26,0
210,2022/7/27,0
210,2022/7/28,0
210,2022/7/29,0
210,2022/7/30,0
210,2022/7/31,0
210,2022/8/1,0
210,2022/8/3,0
210,2022/8/4,0
210,2022/8/5,0
210,2022/8/8,0
210,2022/8/10,0
210,2022/8/14,0
210,2022/8/15,0
210,2022/8/16,0
210,2022/8/18,0
210,2022/8/19,0
210,2022/8/21,0
210,2022/8/22,0
210,2022/8/23,0
210,2022/8/24,0
210,2022/8/25,0
210,2022/8/26,2
210,2022/8/27,0
210,2022/8/28,0
210,2022/8/29,0
210,2022/8/30,0
210,2022/8/31,0
210,2022/9/1,0
210,2022/9/3,2
210,2022/9/4,0
210,2022/9/5,2
210,2022/9/6,2
210,2022/9/7,2
210,2022/9/8,0
210,2022/9/9,0
210,2022/9/10,0
210,2022/9/11,0
210,2022/9/14,0
210,2022/9/15,0
210,2022/9/16,0
210,2022/9/17,0
210,2022/9/19,0
210,2022/9/20,0
210,2022/9/21,2
210,2022/9/22,0
210,2022/9/23,0
210,2022/9/24,0
210,2022/9/26,0
210,2022/9/30,0
210,2023/4/1,0
210,2023/4/2,0
210,2023/4/4,2
210,2023/4/6,0
210,2023/4/7,2
210,2023/4/8,0
210,2023/4/9,0
210,2023/4/10,0
210,2023/4/11,0
210,2023/4/12,0
210,2023/4/14,0
210,2023/4/16,0
210,2023/4/17,0
210,2023/4/18,0
210,2023/4/19,0
210,2023/4/20,0
210,2023/4/21,0
210,2023/4/22,2
210,2023/4/23,4
210,2023/4/24,0
210,2023/4/25,0
210,2023/4/26,0
210,2023/4/28,0
210,2023/4/29,0
210,2023/4/30,0
210,2023/5/1,0
210,2023/5/2,0
210,2023/5/3,0
210,2023/5/4,0
210,2023/5/5,2
210,2023/5/6,2
210,2023/5/7,0
210,2023/5/8,2
210,2023/5/9,0
210,2023/5/10,0
210,2023/5/11,0
210,2023/5/12,0
210,2023/5/13,0
210,2023/5/14,0
210,2023/5/15,0
210,2023/5/16,0
210,2023/5/17,0
210,2023/5/18,4
210,2023/5/19,0
210,2023/5/20,0
210,2023/5/21,0
210,2023/5/22,2
210,2023/5/23,4
210,2023/5/24,0
210,2023/5/26,0
210,2023/5/27,0
210,2023/5/28,0
210,2023/5/31,0
210,2023/6/1,10
210,2023/6/2,2
210,2023/6/3,2
210,2023/6/4,2
210,2023/6/5,0
210,2023/6/6,0
210,2023/6/7,0
210,2023/6/8,0
210,2023/6/9,6
210,2023/6/10,2
210,2023/6/11,8
210,2023/6/12,0
210,2023/6/13,0
210,2023/6/14,0
210,2023/6/15,0
210,2023/6/16,2
210,2023/6/17,0
210,2023/6/18,4
210,2023/6/19,8
210,2023/6/20,2
210,2023/6/21,0
210,2023/6/22,0
210,2023/6/23,0
210,2023/6/25,0
210,2023/6/26,0
210,2023/6/27,0
210,2023/6/28,0
210,2023/6/29,2
210,2023/6/30,0
211,2022/7/1,18
211,2022/7/2,16
211,2022/7/3,20
211,2022/7/4,18
211,2022/7/5,30
211,2022/7/6,30
211,2022/7/7,32
211,2022/7/8,28
211,2022/7/9,18
211,2022/7/10,24
211,2022/7/11,18
211,2022/7/12,18
211,2022/7/13,24
211,2022/7/14,28
211,2022/7/15,78
211,2022/7/16,18
211,2022/7/17,24
211,2022/7/18,26
211,2022/7/19,54
211,2022/7/20,66
211,2022/7/21,58
211,2022/7/22,74
211,2022/7/23,24
211,2022/7/24,20
211,2022/7/25,22
211,2022/7/26,20
211,2022/7/27,44
211,2022/7/28,20
211,2022/7/29,18
211,2022/7/30,12
211,2022/7/31,28
211,2022/8/1,20
211,2022/8/2,16
211,2022/8/3,22
211,2022/8/4,14
211,2022/8/5,22
211,2022/8/6,30
211,2022/8/7,20
211,2022/8/8,18
211,2022/8/9,26
211,2022/8/10,22
211,2022/8/11,24
211,2022/8/12,16
211,2022/8/13,22
211,2022/8/14,24
211,2022/8/15,26
211,2022/8/16,26
211,2022/8/17,20
211,2022/8/18,24
211,2022/8/19,16
211,2022/8/20,22
211,2022/8/21,28
211,2022/8/22,28
211,2022/8/23,28
211,2022/8/24,22
211,2022/8/25,38
211,2022/8/26,20
211,2022/8/27,24
211,2022/8/28,26
211,2022/8/29,30
211,2022/8/30,22
211,2022/8/31,92
211,2022/9/1,120
211,2022/9/2,52
211,2022/9/3,58
211,2022/9/4,44
211,2022/9/5,20
211,2022/9/6,28
211,2022/9/7,24
211,2022/9/8,50
211,2022/9/9,76
211,2022/9/10,28
211,2022/9/11,26
211,2022/9/12,20
211,2022/9/13,24
211,2022/9/14,26
211,2022/9/15,24
211,2022/9/16,20
211,2022/9/17,26
211,2022/9/18,30
211,2022/9/19,36
211,2022/9/20,20
211,2022/9/21,34
211,2022/9/22,20
211,2022/9/23,20
211,2022/9/24,22
211,2022/9/25,20
211,2022/9/26,22
211,2022/9/27,18
211,2022/9/28,26
211,2022/9/29,24
211,2022/9/30,30
211,2023/4/1,22
211,2023/4/2,22
211,2023/4/3,22
211,2023/4/4,30
211,2023/4/5,28
211,2023/4/6,34
211,2023/4/7,26
211,2023/4/8,18
211,2023/4/9,16
211,2023/4/10,26
211,2023/4/11,20
211,2023/4/12,20
211,2023/4/13,16
211,2023/4/14,22
211,2023/4/15,12
211,2023/4/16,18
211,2023/4/17,22
211,2023/4/18,26
211,2023/4/19,44
211,2023/4/20,26
211,2023/4/21,48
211,2023/4/22,38
211,2023/4/23,68
211,2023/4/24,82
211,2023/4/25,32
211,2023/4/26,26
211,2023/4/27,24
211,2023/4/28,24
211,2023/4/29,22
211,2023/4/30,14
211,2023/5/1,16
211,2023/5/2,42
211,2023/5/3,24
211,2023/5/4,20
211,2023/5/5,30
211,2023/5/6,22
211,2023/5/7,14
211,2023/5/8,14
211,2023/5/9,20
211,2023/5/10,24
211,2023/5/11,40
211,2023/5/12,30
211,2023/5/13,28
211,2023/5/14,14
211,2023/5/15,32
211,2023/5/16,26
211,2023/5/17,32
211,2023/5/18,28
211,2023/5/19,26
211,2023/5/20,22
211,2023/5/21,20
211,2023/5/22,28
211,2023/5/23,20
211,2023/5/24,30
211,2023/5/25,32
211,2023/5/26,26
211,2023/5/27,20
211,2023/5/28,22
211,2023/5/29,26
211,2023/5/30,14
211,2023/5/31,26
211,2023/6/1,42
211,2023/6/2,36
211,2023/6/3,38
211,2023/6/4,20
211,2023/6/5,14
211,2023/6/6,16
211,2023/6/7,10
211,2023/6/8,22
211,2023/6/9,12
211,2023/6/10,14
211,2023/6/11,12
211,2023/6/12,18
211,2023/6/13,16
211,2023/6/14,16
211,2023/6/15,16
211,2023/6/16,56
211,2023/6/17,58
211,2023/6/18,60
211,2023/6/19,34
211,2023/6/20,20
211,2023/6/21,24
211,2023/6/22,18
211,2023/6/23,8
211,2023/6/24,10
211,2023/6/25,22
211,2023/6/26,18
211,2023/6/27,14
211,2023/6/28,16
211,2023/6/29,14
211,2023/6/30,14
212,2022/7/1,2
212,2022/7/2,4
212,2022/7/3,4
212,2022/7/4,2
212,2022/7/5,2
212,2022/7/6,0
212,2022/7/7,0
212,2022/7/8,2
212,2022/7/9,2
212,2022/7/10,0
212,2022/7/11,4
212,2022/7/12,2
212,2022/7/13,2
212,2022/7/14,0
212,2022/7/16,2
212,2022/7/19,0
212,2022/7/20,0
212,2022/7/22,0
212,2022/7/23,0
212,2022/7/26,0
212,2022/7/27,0
212,2022/7/28,0
212,2022/7/29,0
212,2022/7/30,0
212,2022/8/1,0
212,2022/8/3,0
212,2022/8/4,0
212,2022/8/6,0
212,2022/8/7,0
212,2022/8/9,0
212,2022/8/13,0
212,2022/8/14,0
212,2022/8/15,0
212,2022/8/19,0
212,2022/8/20,0
212,2022/8/21,0
212,2022/8/24,0
212,2022/8/29,0
212,2022/9/3,0
212,2022/9/4,0
212,2022/9/5,0
212,2022/9/8,0
212,2022/9/17,0
212,2022/9/19,0
212,2022/9/21,0
212,2022/9/23,0
212,2022/9/24,12
212,2022/9/25,26
212,2022/9/26,60
212,2022/9/27,58
212,2022/9/28,70
212,2022/9/29,44
212,2022/9/30,42
212,2023/4/1,50
212,2023/4/2,52
212,2023/4/3,64
212,2023/4/4,44
212,2023/4/5,52
212,2023/4/6,78
212,2023/4/7,52
212,2023/4/8,62
212,2023/4/9,66
212,2023/4/10,54
212,2023/4/11,54
212,2023/4/12,68
212,2023/4/13,68
212,2023/4/14,68
212,2023/4/15,58
212,2023/4/16,50
212,2023/4/17,84
212,2023/4/18,130
212,2023/4/19,94
212,2023/4/20,88
212,2023/4/21,68
212,2023/4/22,58
212,2023/4/23,78
212,2023/4/24,68
212,2023/4/25,56
212,2023/4/26,58
212,2023/4/27,58
212,2023/4/28,38
212,2023/4/29,44
212,2023/4/30,48
212,2023/5/1,64
212,2023/5/2,48
212,2023/5/3,44
212,2023/5/4,58
212,2023/5/5,62
212,2023/5/6,68
212,2023/5/7,50
212,2023/5/8,60
212,2023/5/9,52
212,2023/5/10,42
212,2023/5/11,64
212,2023/5/12,64
212,2023/5/13,60
212,2023/5/14,48
212,2023/5/15,74
212,2023/5/16,70
212,2023/5/17,62
212,2023/5/18,62
212,2023/5/19,52
212,2023/5/20,50
212,2023/5/21,50
212,2023/5/22,74
212,2023/5/23,50
212,2023/5/24,62
212,2023/5/25,64
212,2023/5/26,80
212,2023/5/27,60
212,2023/5/28,58
212,2023/5/29,64
212,2023/5/30,60
212,2023/5/31,112
212,2023/6/1,178
212,2023/6/2,162
212,2023/6/3,126
212,2023/6/4,80
212,2023/6/5,78
212,2023/6/6,78
212,2023/6/7,76
212,2023/6/8,112
212,2023/6/9,82
212,2023/6/10,74
212,2023/6/11,70
212,2023/6/12,94
212,2023/6/13,72
212,2023/6/14,94
212,2023/6/15,88
212,2023/6/16,142
212,2023/6/17,184
212,2023/6/18,316
212,2023/6/19,200
212,2023/6/20,74
212,2023/6/21,52
212,2023/6/22,50
